customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,default_flag
100662,27.0,Female,East,Primary,Self-Employed,1282622.61,443037.32,Education,378.0,0
100663,53.0,Female,West,Graduate,Salaried,1141209.06,,Other,827.0,0
100664,32.0,Female,South,Graduate,Salaried,,2698322.44,Other,778.0,0
100665,60.0,Female,West,Post-Graduate,Self-Employed,318925.45,135955.24,Car,773.0,0
100666,64.0,Female,West,Secondary,Self-Employed,2293839.69,,Education,722.0,0
100667,62.0,Male,South,Secondary,Salaried,,268048.42,Other,617.0,0
100668,48.0,Male,North,Secondary,Salaried,247609.13,303810.7,Car,,0
100669,62.0,Female,West,Graduate,Salaried,2259892.7,1098391.42,Business,605.0,0
100670,44.0,Female,North,Secondary,Self-Employed,2135180.62,794183.68,Other,812.0,0
100671,63.0,Female,East,Graduate,Salaried,1571585.45,1834043.77,Other,620.0,0
100672,45.0,Female,South,Post-Graduate,Salaried,427808.51,176690.81,Education,581.0,0
100673,58.0,Male,East,Graduate,Salaried,1446128.48,1056307.4,Car,552.0,0
100674,44.0,Male,East,Graduate,Salaried,2422987.97,2221531.98,Car,355.0,0
100675,37.0,Female,East,Graduate,Self-Employed,2275324.47,2354481.05,Business,847.0,0
100676,45.0,Male,West,Post-Graduate,Unemployed,878060.51,1236405.47,Car,,1
100677,49.0,Female,West,Graduate,Salaried,365819.38,438737.71,Business,803.0,0
100678,42.0,Female,North,Graduate,Self-Employed,1354696.07,747394.8,Home,,0
100679,,Female,South,Graduate,Self-Employed,495733.96,8693049.03,Home,612.0,0
100680,28.0,Male,South,Graduate,Self-Employed,2018930.12,1001296.83,Car,789.0,0
100681,37.0,Male,East,Graduate,Salaried,1141631.7,352381.34,Other,686.0,0
100682,35.0,Male,North,Post-Graduate,Self-Employed,,2227028.9,Car,773.0,1
100683,24.0,Male,West,Graduate,Salaried,2402636.24,654608.96,Other,420.0,1
100684,48.0,Female,West,Graduate,Salaried,700802.76,253389.98,Business,,0
100685,45.0,Male,South,Graduate,Unemployed,836484.01,865826.79,Car,728.0,1
100686,22.0,,East,Secondary,Salaried,756097.67,681952.33,Business,769.0,0
100687,29.0,Female,West,Graduate,Self-Employed,1823611.35,2026746.5,Other,562.0,1
100688,,Male,South,Graduate,Salaried,1586788.76,1613067.15,Other,346.0,1
100689,60.0,Male,West,Graduate,Salaried,,186738.38,Other,483.0,0
100690,52.0,Female,West,Secondary,Salaried,1410583.22,342932.24,Car,419.0,0
100691,52.0,Female,East,Graduate,Unemployed,836387.18,1106340.71,Business,570.0,1
100692,31.0,Male,West,Graduate,Salaried,2159038.09,2146219.57,Car,750.0,0
100693,24.0,,North,Graduate,Salaried,1263748.19,264136.57,Education,806.0,1
100694,56.0,Male,West,Secondary,Self-Employed,523484.6,307038.49,Car,508.0,0
100695,31.0,Female,East,Graduate,,672759.08,1007224.71,Other,304.0,0
100696,32.0,Male,North,Secondary,Salaried,398788.12,230164.34,Home,591.0,0
100697,46.0,Male,North,Graduate,Salaried,368066.71,,Education,791.0,0
100698,59.0,Female,East,Post-Graduate,Self-Employed,2386078.65,1196665.02,Home,,1
100699,62.0,Male,North,Graduate,Salaried,1577316.34,264345.78,Business,561.0,1
100700,26.0,Male,South,Secondary,Self-Employed,841051.26,961782.57,Business,457.0,1
100701,48.0,Female,East,Post-Graduate,Self-Employed,1012982.68,191233.35,Business,676.0,0
100702,49.0,Female,West,Secondary,Self-Employed,389315.85,275623.33,Business,677.0,0
100703,61.0,Male,North,Graduate,Unemployed,1749340.87,,Other,458.0,0
100704,61.0,Female,North,Secondary,Salaried,2284721.89,,Education,452.0,0
100705,36.0,Female,East,Graduate,Salaried,2308140.67,1801878.67,Home,,0
100706,50.0,Female,East,Secondary,Salaried,,97096.09,Car,773.0,0
100707,46.0,Male,West,Post-Graduate,Salaried,1542323.46,,Education,760.0,0
100708,42.0,Female,South,Secondary,Salaried,2458671.96,993399.75,Home,408.0,0
100709,21.0,Male,North,Secondary,Salaried,1784990.45,2332708.37,Other,,0
100710,44.0,Female,West,Graduate,Salaried,493464.36,181690.94,Car,316.0,0
100711,22.0,Male,South,Graduate,Salaried,1632457.23,1944989.49,Business,495.0,1
100712,30.0,Male,North,Secondary,Unemployed,1893972.34,1292718.79,Business,796.0,0
100713,58.0,Male,East,Graduate,Self-Employed,298139.46,53127.74,Business,742.0,0
100714,58.0,Female,East,Primary,Salaried,1370985.27,,Home,,1
100715,54.0,Male,East,Graduate,Salaried,1684056.66,2251587.68,Education,419.0,0
100716,49.0,Female,North,Secondary,Self-Employed,1268637.81,861800.14,Education,819.0,0
100717,59.0,Female,West,Secondary,Salaried,1830413.63,2637265.58,Car,668.0,0
100718,60.0,Male,North,Graduate,Salaried,642803.4,603778.83,Business,403.0,0
100719,40.0,Male,North,Post-Graduate,Salaried,785074.58,813311.89,Other,478.0,0
100720,23.0,Female,East,Secondary,Self-Employed,459996.24,193419.94,Education,564.0,0
100721,23.0,Female,East,Post-Graduate,Self-Employed,2206973.97,2020262.27,Business,406.0,0
100722,50.0,Female,North,Post-Graduate,Self-Employed,1594401.57,2060001.98,Home,404.0,0
100723,53.0,Male,North,Post-Graduate,Unemployed,544315.51,273904.46,Business,752.0,0
100724,27.0,Male,East,Secondary,Salaried,2148740.61,1443339.85,Home,725.0,0
100725,36.0,Female,West,Secondary,Salaried,377742.56,242405.78,Car,724.0,0
100726,30.0,Female,West,Graduate,Salaried,1174869.01,1621928.97,Other,769.0,0
100727,64.0,Male,North,Secondary,Self-Employed,1844891.71,1455811.05,Education,371.0,1
100728,46.0,Other,South,Secondary,Salaried,266057.46,372038.59,Home,454.0,0
100729,61.0,Other,East,Secondary,Self-Employed,1805833.72,2372541.9,Home,621.0,0
100730,38.0,,South,Graduate,Salaried,655909.89,558419.63,Business,752.0,0
100731,33.0,Female,North,Primary,Salaried,1862228.94,2080217.39,Other,429.0,0
100732,39.0,Male,East,Graduate,Self-Employed,551263.43,71668.56,Education,564.0,1
100733,48.0,Other,North,Graduate,Self-Employed,,620405.18,Home,426.0,1
100734,49.0,Male,North,Graduate,Unemployed,2048499.14,3039498.71,Car,846.0,0
100735,43.0,Male,South,Graduate,Salaried,754509.33,404653.04,Education,497.0,0
100736,50.0,Male,West,Graduate,Salaried,324289.32,437775.65,Home,787.0,1
100737,44.0,Female,West,Graduate,Salaried,1095895.34,470286.38,Business,810.0,0
100738,,Female,West,Graduate,Salaried,557795.24,447898.15,Car,796.0,0
100739,53.0,,North,Graduate,Salaried,255649.14,102301.92,Home,678.0,0
100740,59.0,Female,North,Secondary,Salaried,273454.57,105217.5,Education,680.0,0
100741,,Male,North,Graduate,Salaried,1547928.25,160529.94,Car,612.0,0
100742,32.0,Female,West,Primary,Salaried,336749.73,70336.09,Other,792.0,0
100743,49.0,Female,West,Graduate,Self-Employed,1585246.53,1823723.26,Business,130.0,0
100744,63.0,Male,East,Primary,Self-Employed,1626727.58,975527.32,Home,704.0,0
100745,63.0,Female,East,Graduate,Self-Employed,1820724.01,1583567.24,Home,616.0,0
100746,62.0,Female,South,Post-Graduate,Salaried,1937667.18,2784507.64,Business,,1
100747,53.0,Female,North,Graduate,Salaried,2412714.1,1031360.83,Other,510.0,1
100748,49.0,Male,East,Secondary,Salaried,2179780.46,124900.0,Home,747.0,0
100749,54.0,Male,East,Primary,Unemployed,1436927.91,650777.2,Home,487.0,1
100750,30.0,Male,West,Graduate,Salaried,2409806.14,696844.43,Home,359.0,0
100751,41.0,Male,East,Secondary,Unemployed,,8868687.04,Other,545.0,0
100752,36.0,Female,West,Post-Graduate,Salaried,918540.55,784440.16,Business,367.0,0
100753,61.0,Male,North,Secondary,Unemployed,1746226.04,,Business,929.0,1
100754,49.0,Male,South,Graduate,Salaried,1433820.23,403318.33,Business,551.0,0
100755,56.0,Male,North,Graduate,Unemployed,1620093.41,1604371.56,Business,471.0,1
100756,38.0,Female,West,Post-Graduate,Self-Employed,673589.59,857379.97,Other,588.0,1
100757,57.0,Male,North,Secondary,Salaried,503988.62,442864.73,Car,,0
100758,60.0,Female,East,Post-Graduate,Unemployed,1653594.12,2430909.26,Education,763.0,1
100759,42.0,Male,East,Primary,Self-Employed,1679748.44,55056.59,Home,787.0,1
100760,64.0,Male,West,Graduate,Salaried,2006548.15,1971212.54,Business,379.0,0
100761,64.0,Male,West,Graduate,Salaried,591073.0,692487.52,Education,308.0,1
100762,,Male,South,Graduate,Self-Employed,1758886.1,1885637.28,Other,496.0,1
100763,61.0,Male,South,Secondary,Salaried,1022158.09,466428.26,Business,514.0,1
100764,28.0,Female,West,Secondary,Salaried,1894050.4,1926092.77,Car,479.0,1
100765,25.0,Male,South,Post-Graduate,Self-Employed,816440.9,1045721.87,Other,323.0,0
100766,60.0,Male,West,Primary,Salaried,1741591.5,1715628.7,Business,630.0,0
100767,38.0,Male,West,Graduate,Salaried,,317758.13,Business,348.0,1
100768,55.0,Male,North,Secondary,Salaried,2221828.42,2701382.29,Business,531.0,0
100769,25.0,Female,South,Secondary,Salaried,1632307.67,281993.82,Home,791.0,0
100770,58.0,Female,East,Graduate,Salaried,,1841087.77,Other,355.0,0
100771,36.0,Female,West,Graduate,Self-Employed,1523127.97,241143.7,Business,362.0,0
100772,41.0,Female,North,Graduate,Salaried,2041538.07,215040.78,Home,742.0,0
100773,56.0,Male,West,Secondary,Self-Employed,1133770.57,1477128.57,Business,310.0,0
100774,48.0,Female,North,Secondary,Unemployed,1996395.6,1387071.44,Home,636.0,0
100775,27.0,Male,North,Graduate,Self-Employed,2278138.38,474206.29,Business,821.0,0
100776,51.0,Female,West,Secondary,Salaried,282244.23,97671.7,Education,746.0,0
100777,40.0,Female,South,Secondary,Salaried,975528.73,571264.89,Car,308.0,0
100778,24.0,Male,North,Secondary,Salaried,644862.82,883362.01,Business,370.0,1
100779,65.0,Female,West,Graduate,Salaried,1521912.94,2200398.13,Car,606.0,0
100780,27.0,Male,North,Graduate,Unemployed,1661939.56,1743474.97,Car,777.0,0
100781,51.0,Female,East,Graduate,Salaried,1108725.15,1382546.48,Home,306.0,1
100782,43.0,Male,North,Secondary,Salaried,,2256057.55,Home,668.0,1
100783,33.0,Male,South,Secondary,Salaried,584340.09,750495.59,Home,551.0,1
100784,32.0,Female,North,Primary,Self-Employed,1059100.8,1261555.62,Car,413.0,1
100785,40.0,Male,East,Graduate,Self-Employed,2363495.27,3465208.29,Home,,0
100786,28.0,Male,South,Graduate,Salaried,1057413.63,624901.22,Car,739.0,0
100787,23.0,Female,South,Post-Graduate,Salaried,524675.25,232168.69,Other,586.0,0
100788,58.0,Female,South,Graduate,Self-Employed,2015113.55,1877854.7,Other,,0
100789,44.0,Female,West,Secondary,Self-Employed,1399103.56,1040109.09,Other,806.0,0
100790,46.0,Female,North,Secondary,Self-Employed,1228825.76,470307.51,Business,523.0,0
100791,57.0,Male,East,Secondary,Salaried,1923764.78,886652.07,Other,831.0,0
100792,23.0,Male,East,Secondary,Salaried,1128770.44,1371926.07,Home,624.0,0
100793,32.0,Male,East,Graduate,Salaried,371210.95,477045.24,Home,825.0,0
100794,38.0,Female,North,Secondary,Salaried,1446780.46,757623.59,Education,637.0,0
100795,33.0,Female,South,Post-Graduate,Self-Employed,1896384.73,2599723.32,Education,308.0,0
100796,43.0,Female,West,Post-Graduate,,1938110.09,83973.75,Car,824.0,0
100797,46.0,Male,South,Graduate,Salaried,2003461.18,2288916.23,Home,772.0,0
100798,41.0,Female,West,Graduate,Self-Employed,666236.63,477183.08,Other,330.0,0
100799,29.0,Male,North,Graduate,Self-Employed,9320087.98,377914.2,Business,735.0,0
100800,65.0,Female,East,Graduate,Salaried,254724.86,96204.88,Other,638.0,0
100801,59.0,Female,West,Post-Graduate,Salaried,1086275.86,894181.79,Education,492.0,0
100802,57.0,Female,East,Primary,Salaried,1462743.72,118738.53,Car,800.0,1
100803,25.0,Female,West,Secondary,Salaried,1710202.15,226019.49,Home,358.0,0
100804,31.0,Male,West,Secondary,Unemployed,,330085.42,Car,370.0,1
100805,29.0,Female,East,Secondary,Self-Employed,1281489.66,1180285.65,Other,,0
100806,64.0,Male,South,Primary,Salaried,328410.5,226708.55,Other,552.0,0
100807,52.0,Male,North,Graduate,Salaried,2223906.25,1549359.4,Car,604.0,0
100808,47.0,Male,West,Graduate,Unemployed,605590.82,538091.51,Home,702.0,0
100809,36.0,Female,South,Secondary,Self-Employed,857183.85,1182336.81,Business,522.0,0
100810,56.0,Male,East,Primary,Salaried,11051431.67,991381.19,Car,761.0,0
100811,53.0,Male,North,Primary,Self-Employed,1919387.85,1128320.27,Business,708.0,0
100812,,Male,North,Graduate,Salaried,1735085.73,1235046.46,Other,772.0,0
100813,63.0,,West,Secondary,Self-Employed,2132425.08,587123.24,Car,318.0,0
100814,39.0,Male,West,Secondary,Self-Employed,206008.63,120775.87,Car,751.0,0
100815,23.0,Female,South,Secondary,Salaried,1652713.76,1320099.01,Education,405.0,0
100816,49.0,Male,North,Primary,Salaried,648032.28,280235.29,Home,544.0,1
100817,47.0,Male,North,Secondary,Salaried,1731962.74,611994.56,Car,398.0,0
100818,31.0,Male,North,Graduate,Salaried,1634144.53,1549976.15,Home,704.0,0
100819,35.0,Male,East,Secondary,Salaried,1697263.2,79904.26,Home,517.0,0
100820,63.0,Female,East,Primary,Self-Employed,1133744.66,9108669.72,Home,811.0,0
100821,55.0,Female,South,Secondary,Salaried,932501.95,900893.05,Car,,0
100822,42.0,Male,East,Post-Graduate,Self-Employed,336631.28,58029.27,Car,759.0,0
100823,53.0,Female,North,Secondary,,2260528.27,1081799.15,Other,,0
100824,26.0,Male,East,Graduate,Salaried,1051735.23,1030780.45,Other,543.0,0
100825,49.0,Female,East,Secondary,Salaried,2005772.45,167185.0,Education,724.0,0
100826,22.0,Male,East,Secondary,Salaried,305451.64,424575.55,Car,554.0,0
100827,59.0,Female,East,Secondary,Self-Employed,329911.16,268715.3,Car,,1
100828,34.0,Male,South,Graduate,Self-Employed,2341805.44,,Business,380.0,0
100829,40.0,Male,South,Secondary,Salaried,757609.08,360011.27,Car,759.0,0
100830,38.0,Female,West,Primary,Unemployed,1103927.18,319413.93,Other,751.0,0
100831,48.0,Female,West,Primary,Salaried,2161377.93,2472326.53,Car,607.0,0
100832,56.0,Female,East,Secondary,Salaried,837083.73,727732.9,Car,792.0,0
100833,51.0,Male,South,Primary,Self-Employed,1874455.25,1083581.4,Business,714.0,0
100834,44.0,Male,East,Graduate,Salaried,,113776.32,Other,427.0,0
100835,31.0,Male,West,Post-Graduate,,1923659.58,1038391.16,Education,800.0,0
100836,65.0,Male,West,Post-Graduate,Self-Employed,742258.66,86694.94,Home,670.0,0
100837,65.0,Female,South,Secondary,Salaried,1760074.24,708634.33,Home,465.0,1
100838,,Female,West,Secondary,Salaried,2270309.91,1789932.83,Car,493.0,0
100839,48.0,Male,East,Graduate,Salaried,2237030.05,1987313.1,Home,721.0,0
100840,27.0,Female,East,Graduate,Salaried,666099.29,760238.89,Car,615.0,1
100841,52.0,Male,North,Graduate,Salaried,1147074.19,531704.49,Education,741.0,0
100842,32.0,Female,South,Graduate,Salaried,435752.74,392313.32,Home,517.0,1
100843,32.0,Female,South,Secondary,Unemployed,1128398.37,1079641.55,Car,411.0,0
100844,26.0,Male,West,Secondary,Salaried,248826.63,125890.32,Home,796.0,0
100845,21.0,Male,North,Graduate,Self-Employed,277113.68,127181.48,Other,307.0,0
100846,38.0,Female,West,Graduate,Self-Employed,960796.47,998600.02,Car,651.0,0
100847,44.0,Female,West,Graduate,Unemployed,2205539.64,2677077.84,Business,303.0,1
100848,29.0,Male,North,Post-Graduate,Salaried,1802293.92,2212691.66,Business,677.0,0
100849,53.0,Male,South,Primary,Self-Employed,2365295.48,1176979.84,Education,668.0,0
100850,64.0,Male,West,Secondary,Self-Employed,368776.62,265312.47,Home,787.0,0
100851,45.0,Male,South,Graduate,Self-Employed,2212862.9,2615944.72,Business,816.0,1
100852,26.0,Male,West,Secondary,Salaried,448374.45,462535.58,Car,546.0,1
100853,63.0,Female,North,Secondary,Self-Employed,551745.84,772382.45,Car,692.0,0
100854,37.0,Female,North,Graduate,Unemployed,1649831.8,1242875.93,Other,640.0,0
100855,59.0,Male,East,Secondary,Self-Employed,1887525.77,1111480.22,Car,747.0,0
100856,37.0,,North,Secondary,Salaried,1553905.13,479157.91,Car,418.0,0
100857,41.0,Female,North,Secondary,Salaried,620469.81,391841.6,Education,733.0,0
100858,64.0,,South,Graduate,Self-Employed,695368.41,442566.0,Education,771.0,0
100859,35.0,Female,West,Secondary,Salaried,1913179.04,,Education,335.0,0
100860,,Other,North,Secondary,Self-Employed,1511614.93,1449364.43,Business,520.0,0
100861,24.0,Other,East,Secondary,,2147522.28,3013351.59,Home,530.0,0
100862,32.0,,West,Secondary,Self-Employed,2296713.19,590472.11,Education,,0
100863,48.0,Female,East,Graduate,Salaried,1404599.09,632184.32,Other,499.0,0
100864,46.0,Male,East,Graduate,Salaried,2047766.54,2617827.38,Car,611.0,0
100865,57.0,Male,West,Secondary,,686076.62,782752.5,Other,309.0,1
100866,27.0,Female,South,Secondary,Unemployed,1756313.02,484767.01,Business,357.0,1
100867,32.0,Female,North,Post-Graduate,Self-Employed,1556670.35,2265831.49,Home,713.0,1
100868,36.0,Male,East,Graduate,Unemployed,1694488.96,985326.07,Business,391.0,0
100869,38.0,Female,West,Secondary,Salaried,371717.82,298315.9,Other,821.0,0
100870,57.0,Other,West,Secondary,Self-Employed,10373252.77,6046300.85,Business,795.0,0
100871,40.0,,North,Secondary,Self-Employed,,1781050.36,Home,715.0,0
100872,46.0,Female,West,Primary,Self-Employed,1430437.74,1765981.48,Car,427.0,0
100873,63.0,Female,South,Post-Graduate,Self-Employed,192351.69,156677.36,Car,621.0,0
100874,57.0,Male,South,Primary,Salaried,1927119.45,290350.8,Education,427.0,0
100875,55.0,Male,North,Secondary,Salaried,2374243.46,3226449.47,Business,600.0,0
100876,29.0,Female,East,Graduate,Unemployed,996911.73,827910.55,Home,514.0,0
100877,36.0,Male,South,Secondary,Self-Employed,2401221.19,2188715.57,Education,521.0,0
100878,29.0,Female,West,Primary,Salaried,1065734.97,1449409.99,Education,709.0,0
100879,64.0,Male,South,Graduate,Salaried,1879805.77,2806855.18,Other,,0
100880,63.0,Female,South,Secondary,Salaried,2482481.66,1643025.74,Car,326.0,0
100881,25.0,Male,North,Graduate,Salaried,,171553.3,Car,641.0,0
100882,35.0,Male,North,Secondary,Unemployed,1058427.06,211456.46,Education,426.0,1
100883,58.0,Female,West,Primary,Salaried,1507406.73,673525.8,Home,577.0,0
100884,,Male,West,Secondary,Self-Employed,1752523.57,2084010.24,Car,712.0,0
100885,37.0,Male,South,Graduate,Salaried,1496741.0,636906.75,Car,679.0,0
100886,64.0,Female,West,Secondary,Unemployed,2032447.85,1556020.66,Other,582.0,0
100887,35.0,Male,North,Post-Graduate,Salaried,905549.64,167933.14,Car,381.0,1
100888,26.0,Male,North,Primary,Salaried,2336646.5,2842814.15,Business,310.0,0
100889,64.0,Female,South,Graduate,Salaried,2495254.27,3329576.09,Other,427.0,1
100890,33.0,Female,North,Graduate,Self-Employed,1919229.65,7319688.76,Home,840.0,0
100891,59.0,Male,South,Graduate,Self-Employed,1394558.08,509553.38,Car,,0
100892,53.0,Male,North,Secondary,Salaried,12558949.31,222004.79,Home,555.0,0
100893,39.0,Male,East,Secondary,Salaried,1644329.37,1001183.96,Other,612.0,0
100894,23.0,Female,West,Primary,Salaried,1248020.99,593604.28,Car,184.0,1
100895,46.0,Male,North,Secondary,Salaried,1407504.03,1902059.08,Business,720.0,1
100896,21.0,Male,East,Secondary,Salaried,874341.09,590357.75,Education,486.0,0
100897,27.0,Other,West,Secondary,Salaried,1186787.56,671544.71,Education,503.0,1
100898,23.0,Male,West,Graduate,Unemployed,551925.0,204793.33,Education,790.0,0
100899,28.0,Male,West,Graduate,Self-Employed,933739.46,1082395.82,Business,709.0,0
100900,,Male,North,Graduate,Salaried,978359.68,69347.93,Education,542.0,1
100901,48.0,Female,North,Secondary,Salaried,1307355.85,1504105.4,Other,,0
100902,,Male,North,Post-Graduate,Unemployed,753862.14,936909.09,Home,503.0,1
100903,,Female,South,Secondary,Self-Employed,1639066.35,408221.61,Home,423.0,1
100904,38.0,Other,South,Secondary,Self-Employed,390970.2,77335.28,Car,717.0,0
100905,35.0,Male,West,Primary,Salaried,299840.73,93995.69,Education,672.0,0
100906,47.0,Male,North,Secondary,Salaried,1712199.36,859984.71,Other,592.0,0
100907,27.0,Male,East,Post-Graduate,Salaried,886107.53,173934.38,Car,313.0,0
100908,42.0,Male,East,Graduate,Salaried,1582936.03,603794.42,Business,582.0,1
100909,26.0,Female,South,Graduate,Self-Employed,275210.33,401325.19,Business,495.0,1
100910,27.0,Male,East,Secondary,Salaried,1945492.19,1580370.21,Car,457.0,1
100911,47.0,Female,East,Post-Graduate,Self-Employed,2142924.24,1823151.4,Business,655.0,0
100912,61.0,Female,West,Primary,Salaried,2340691.0,1793910.48,Education,322.0,1
100913,65.0,Female,East,Primary,Salaried,2022985.68,2120641.15,Other,707.0,0
100914,53.0,Female,South,Secondary,Salaried,1484996.73,899760.71,Home,578.0,1
100915,31.0,Female,North,Post-Graduate,Self-Employed,1236623.09,,Car,837.0,0
100916,39.0,Female,North,Secondary,Salaried,732662.92,91005.9,Education,451.0,0
100917,29.0,Male,North,Graduate,Salaried,2090311.82,1699475.39,Other,301.0,0
100918,44.0,Male,East,Graduate,Salaried,1598638.32,812229.51,Home,358.0,0
100919,43.0,Male,East,Secondary,Unemployed,,2095723.65,Business,408.0,0
100920,62.0,Male,South,Graduate,Salaried,803600.93,722055.17,Car,704.0,0
100921,48.0,Male,West,Primary,Salaried,609265.01,794983.9,Car,493.0,0
100922,62.0,Male,East,Secondary,Salaried,1094537.82,1017535.27,Business,371.0,1
100923,36.0,Male,West,Secondary,Salaried,1866093.93,2271285.85,Home,402.0,1
100924,28.0,Female,North,Secondary,Self-Employed,800963.03,1130744.0,Home,,0
100925,,,East,Post-Graduate,Salaried,503013.83,585204.51,Education,754.0,0
100926,42.0,Male,South,Primary,Self-Employed,1635767.18,345830.56,Education,345.0,1
100927,27.0,Female,West,Secondary,Unemployed,235682.02,,Education,450.0,1
100928,35.0,Female,West,Graduate,Self-Employed,2271745.99,1701346.1,Education,412.0,1
100929,43.0,Male,East,Secondary,Unemployed,2314106.76,3113944.8,Other,454.0,1
100930,42.0,Female,West,Secondary,Self-Employed,879627.94,1087848.16,Education,656.0,0
100931,52.0,Female,East,Graduate,Self-Employed,357177.22,51058.37,Car,452.0,0
100932,41.0,Male,West,Graduate,Self-Employed,1289962.27,176882.39,Education,737.0,0
100933,30.0,Male,South,Secondary,Salaried,920812.61,614213.27,Education,723.0,0
100934,29.0,Female,South,Secondary,Salaried,1429893.6,1081921.33,Business,849.0,0
100935,26.0,Female,West,Graduate,Self-Employed,2062197.64,,Home,389.0,1
100936,34.0,Other,North,Secondary,Salaried,489935.02,,Car,657.0,0
100937,39.0,Male,West,Secondary,Self-Employed,309608.34,107106.59,Home,446.0,0
100938,65.0,Female,East,Primary,Salaried,1529328.41,1119995.3,Education,461.0,1
100939,,Male,North,Primary,,1146268.1,1327789.96,Other,781.0,0
100940,65.0,Female,West,Secondary,Salaried,1992840.83,2093512.63,Home,593.0,1
100941,62.0,Male,South,Graduate,Salaried,2111817.82,2169753.45,Education,,0
100942,57.0,Female,South,Secondary,Salaried,2437643.8,1930775.63,Business,428.0,0
100943,60.0,Male,West,Secondary,Self-Employed,1477562.75,1873439.99,Business,779.0,0
100944,45.0,Male,East,Graduate,Salaried,431490.05,96470.01,Education,643.0,1
100945,31.0,Female,North,Secondary,Salaried,2290473.87,685646.24,Home,506.0,0
100946,36.0,Male,North,Graduate,Self-Employed,285979.02,169216.03,Education,616.0,1
100947,39.0,Female,South,Secondary,Salaried,1005542.52,238876.27,Other,399.0,0
100948,,Female,South,Primary,,1286531.04,1683190.47,Car,338.0,1
100949,64.0,Male,North,Post-Graduate,Salaried,680301.5,711324.14,Car,444.0,0
100950,53.0,Female,East,Secondary,Salaried,854752.49,818196.25,Business,741.0,1
100951,36.0,Male,North,Post-Graduate,Salaried,2487018.51,408505.65,Education,315.0,1
100952,56.0,Female,North,Graduate,Salaried,573744.92,289625.13,Education,369.0,0
100953,43.0,Male,South,Graduate,Salaried,2467852.48,3623206.18,Car,752.0,0
100954,28.0,Female,West,Primary,Self-Employed,1110178.98,1434286.63,Other,432.0,1
100955,60.0,Female,East,Primary,Salaried,,1617333.54,Home,343.0,0
100956,36.0,Female,North,Secondary,Salaried,,7376622.35,Business,374.0,1
100957,63.0,Male,West,Graduate,Salaried,2078432.21,384738.87,Business,484.0,0
100958,48.0,Male,East,Primary,Salaried,1582137.06,543995.26,Business,787.0,0
100959,23.0,Female,West,Secondary,Salaried,1498239.25,2220574.7,Education,689.0,1
100960,48.0,Female,South,Primary,Self-Employed,2390136.42,2466918.44,Car,576.0,1
100961,26.0,Male,East,Secondary,Salaried,1832319.55,2401155.7,Education,837.0,1
100962,32.0,Female,North,Post-Graduate,Salaried,2415008.58,1110696.87,Business,503.0,0
100963,51.0,Male,South,Post-Graduate,Salaried,2297226.94,1986705.07,Other,310.0,0
100964,33.0,Male,South,Secondary,Unemployed,2358408.22,2640725.2,Business,624.0,1
100965,30.0,Female,East,Secondary,,1122817.0,900927.65,Car,303.0,0
100966,61.0,Male,North,Primary,Self-Employed,615364.11,658029.59,Car,470.0,0
100967,43.0,Male,South,Post-Graduate,Salaried,213340.76,269729.49,Education,316.0,1
100968,53.0,,North,Graduate,Self-Employed,1237914.17,791516.13,Business,660.0,0
100969,54.0,Female,East,Secondary,Salaried,1173849.98,352627.81,Business,466.0,0
100970,39.0,Female,West,Graduate,Self-Employed,2355931.56,3206002.56,Home,401.0,0
100971,26.0,Female,West,Secondary,Self-Employed,1627275.6,1352411.2,Home,754.0,0
100972,63.0,Male,West,Secondary,Self-Employed,,,Education,780.0,0
100973,50.0,Male,West,Primary,Salaried,699532.91,333405.72,Business,570.0,0
100974,,Male,West,Primary,Salaried,2013983.5,2547905.75,Other,831.0,0
100975,,Male,West,Secondary,Unemployed,626972.14,623841.87,Other,352.0,0
100976,48.0,Male,West,Post-Graduate,Salaried,2277677.58,1791421.75,Car,747.0,0
100977,53.0,Male,West,Graduate,Self-Employed,783733.88,672350.89,Home,630.0,0
100978,22.0,Male,South,Primary,Self-Employed,2315778.99,319690.94,Car,691.0,1
100979,50.0,Female,East,Secondary,Self-Employed,694472.12,242221.72,Business,551.0,0
100980,37.0,Female,East,Primary,Salaried,233686.71,345961.36,Other,405.0,1
100981,28.0,Male,East,Secondary,Salaried,359524.91,463263.66,Business,512.0,1
100982,22.0,Male,West,Post-Graduate,Salaried,1774620.47,1030138.41,Business,621.0,0
100983,31.0,Male,North,Post-Graduate,Self-Employed,1644415.09,2115750.6,Education,420.0,0
100984,51.0,,North,Secondary,,2329672.98,714257.32,Other,330.0,0
100985,53.0,Female,South,Post-Graduate,Salaried,683342.06,369355.52,Car,525.0,1
100986,38.0,Male,South,Post-Graduate,Salaried,1459473.3,679614.15,Business,,0
100987,,Male,South,Graduate,Self-Employed,832112.01,520671.46,Car,619.0,0
100988,52.0,Male,West,Secondary,Self-Employed,2072869.9,1955674.53,Other,692.0,0
100989,43.0,Male,North,Secondary,Self-Employed,2402786.06,949433.57,Other,719.0,0
100990,43.0,Male,North,Secondary,Salaried,2014879.58,1113330.96,Education,374.0,1
100991,44.0,Male,East,Secondary,Salaried,205290.38,134827.11,Education,776.0,0
100992,35.0,Female,West,Secondary,Salaried,684515.13,597929.14,Business,376.0,0
